trip_id,driver_id,vehicle_type,pickup_area,dropoff_area,distance_km,time_of_day,day_of_week,traffic_index,weather,planned_duration_min,actual_duration_min,delivery_status,driver_experience_days
2458,143,bike,old_city,industrial,1.9,11,Monday,0.47,fog,6.33,7.91,on_time,903
160,110,scooter,suburb,old_city,21.96,5,Wednesday,0.51,clear,54.9,95.89,delayed,273
34,149,car,central,central,20.47,10,Friday,0.85,clear,40.94,78.4,delayed,72
811,123,bike,old_city,tech_park,13.41,1,Thursday,0.47,clear,44.7,68.68,delayed,748
1947,104,scooter,suburb,old_city,19.87,21,Saturday,0.32,rain,49.67,102.54,delayed,555
1496,105,scooter,suburb,central,5.55,9,Friday,0.7,rain,13.87,29.29,delayed,276
2436,129,car,central,tech_park,3.5,21,Monday,0.21,clear,7.0,6.15,on_time,67
1743,124,bike,old_city,old_city,4.56,18,Wednesday,0.68,clear,15.2,24.64,on_time,294
2247,136,scooter,old_city,industrial,7.06,12,Friday,0.48,clear,17.65,36.07,delayed,218
523,108,scooter,old_city,tech_park,13.33,18,Friday,0.79,clear,33.32,62.99,delayed,856
1450,125,scooter,suburb,tech_park,21.44,12,Saturday,0.24,clear,53.6,68.72,delayed,723
1306,133,car,industrial,tech_park,24.99,6,Tuesday,0.25,clear,49.98,63.0,on_time,705
1161,112,scooter,suburb,suburb,21.98,0,Wednesday,0.24,fog,54.95,77.12,delayed,476
69,110,scooter,old_city,industrial,2.6,7,Saturday,0.35,rain,6.5,17.5,on_time,320
1529,133,bike,central,industrial,16.5,8,Sunday,0.8,clear,55.0,99.66,delayed,214
311,108,bike,tech_park,industrial,9.37,8,Saturday,0.92,clear,31.23,48.14,delayed,924
1,138,scooter,industrial,tech_park,15.32,18,Sunday,0.69,clear,38.3,61.82,delayed,306
1319,130,car,suburb,industrial,11.15,15,Friday,0.62,fog,22.3,48.0,delayed,718
1485,146,bike,suburb,industrial,7.54,9,Saturday,0.8,clear,25.13,45.58,delayed,972
734,117,car,old_city,central,16.13,12,Monday,0.31,clear,32.26,55.0,delayed,501
2090,136,scooter,old_city,suburb,12.77,23,Thursday,0.43,clear,31.92,62.5,delayed,880
1195,125,scooter,central,old_city,16.19,8,Thursday,0.71,clear,40.48,86.93,delayed,306
315,102,scooter,suburb,central,5.89,1,Wednesday,0.44,clear,14.72,21.86,on_time,274
885,123,scooter,central,tech_park,10.82,1,Sunday,0.41,clear,27.05,31.72,on_time,872
550,142,scooter,tech_park,tech_park,22.43,9,Thursday,0.72,clear,56.07,98.89,delayed,102
615,119,bike,suburb,central,23.82,2,Wednesday,0.26,clear,79.4,101.61,delayed,580
524,131,scooter,old_city,suburb,21.28,17,Wednesday,0.66,rain,53.2,137.93,delayed,851
2358,121,bike,industrial,industrial,4.92,18,Wednesday,0.62,,16.4,19.86,on_time,453
1640,123,scooter,industrial,suburb,12.72,17,Sunday,0.77,clear,31.8,62.62,delayed,744
1490,139,scooter,old_city,tech_park,6.59,9,Monday,0.8,clear,16.47,46.9,delayed,318
1650,110,scooter,industrial,central,15.62,3,Sunday,0.48,clear,39.05,58.27,delayed,289
714,126,bike,central,industrial,,15,Friday,0.38,fog,43.03,73.5,delayed,714
698,143,bike,tech_park,central,24.55,12,Friday,0.34,clear,81.83,111.23,delayed,352
999,117,scooter,suburb,tech_park,3.14,1,Wednesday,0.39,clear,7.85,1.85,early,699
101,134,scooter,industrial,tech_park,,2,Wednesday,0.5,rain,34.22,64.18,delayed,726
1045,105,car,industrial,suburb,15.28,22,Tuesday,0.17,clear,30.56,43.31,on_time,936
1484,133,scooter,tech_park,central,22.91,5,Saturday,0.43,clear,57.27,84.86,delayed,245
1917,120,car,suburb,tech_park,17.21,14,Wednesday,0.34,clear,34.42,37.66,on_time,95
1029,128,car,central,suburb,6.15,17,Saturday,0.94,fog,12.3,29.66,delayed,664
200,127,bike,tech_park,central,14.44,16,Sunday,0.29,,48.13,57.9,on_time,73
1867,142,scooter,central,suburb,1.62,8,Saturday,0.97,clear,4.05,8.61,on_time,614
1088,137,car,central,tech_park,14.91,6,Sunday,0.54,clear,29.82,38.99,on_time,536
1890,124,bike,suburb,old_city,24.92,2,Tuesday,0.32,clear,83.07,129.54,delayed,805
1704,118,scooter,central,central,15.63,18,Wednesday,0.61,clear,39.08,67.94,delayed,943
417,125,bike,suburb,central,3.37,7,Friday,0.26,clear,11.23,18.55,on_time,406
1471,124,scooter,tech_park,old_city,15.55,7,Saturday,0.39,clear,38.88,52.23,on_time,614
1660,115,bike,suburb,old_city,1.15,23,Wednesday,0.37,rain,3.83,7.92,on_time,346
1248,130,scooter,industrial,central,16.84,9,Tuesday,0.75,clear,42.1,72.24,delayed,527
991,109,scooter,tech_park,central,1.48,17,Friday,0.58,clear,3.7,6.06,on_time,744
2013,128,bike,central,central,20.59,16,Wednesday,0.53,clear,68.63,98.25,delayed,604
577,128,scooter,tech_park,central,8.94,12,Wednesday,0.56,rain,22.35,47.32,delayed,684
744,106,scooter,tech_park,tech_park,13.01,8,Saturday,0.71,clear,32.52,52.73,delayed,941
2312,115,scooter,central,tech_park,4.5,2,Saturday,0.28,clear,11.25,10.49,on_time,519
1157,143,scooter,central,tech_park,19.04,16,Tuesday,0.31,clear,47.6,62.93,delayed,227
2006,124,car,central,old_city,17.02,10,Friday,0.76,clear,34.04,68.88,delayed,606
1279,148,bike,central,suburb,6.56,18,Thursday,0.7,fog,21.87,44.73,delayed,167
565,129,bike,tech_park,industrial,5.89,8,Tuesday,0.7,clear,19.63,36.05,delayed,704
2454,141,bike,suburb,tech_park,13.98,3,Saturday,0.62,clear,46.6,69.58,delayed,706
231,136,scooter,tech_park,central,9.3,19,Wednesday,0.64,clear,23.25,35.32,on_time,155
1426,128,scooter,central,suburb,3.59,2,Saturday,0.3,fog,8.97,5.5,on_time,550
516,135,car,tech_park,central,14.64,10,Monday,0.85,clear,29.28,57.79,delayed,854
1392,135,scooter,central,industrial,24.74,2,Sunday,0.62,rain,61.85,136.06,delayed,125
1610,115,bike,central,suburb,17.17,20,Friday,0.22,clear,57.23,72.33,delayed,459
1887,105,scooter,central,industrial,10.42,4,Sunday,0.2,clear,26.05,29.46,on_time,941
889,112,bike,tech_park,central,20.54,14,Thursday,0.38,rain,68.47,126.43,delayed,380
1441,111,bike,central,central,7.76,3,Monday,0.53,clear,25.87,37.58,on_time,721
751,110,scooter,industrial,industrial,20.36,21,Thursday,0.5,clear,50.9,77.23,delayed,631
239,133,scooter,tech_park,old_city,1.91,21,Wednesday,0.28,clear,4.77,4.71,on_time,611
1285,118,bike,suburb,central,7.91,5,Wednesday,0.36,clear,26.37,35.68,on_time,757
925,111,car,industrial,old_city,1.26,3,Monday,0.47,clear,2.52,1.0,on_time,175
2361,128,bike,suburb,industrial,8.6,16,Monday,0.44,clear,28.67,47.81,delayed,795
562,141,bike,tech_park,old_city,16.04,16,Thursday,0.65,fog,53.47,116.73,delayed,655
428,115,scooter,central,central,23.49,16,Thursday,0.29,clear,58.72,76.41,delayed,918
1128,120,scooter,suburb,central,6.18,5,Wednesday,0.59,clear,15.45,30.46,delayed,811
1151,142,scooter,tech_park,tech_park,11.02,6,Wednesday,0.56,clear,27.55,41.89,on_time,233
1016,133,car,industrial,central,6.17,21,Monday,0.28,rain,12.34,22.42,on_time,498
1647,109,bike,old_city,suburb,6.12,15,Saturday,0.44,clear,20.4,37.84,delayed,586
227,108,scooter,old_city,industrial,18.38,20,Tuesday,0.51,fog,45.95,98.54,delayed,297
1122,114,bike,old_city,old_city,7.38,9,Monday,0.76,fog,24.6,59.43,delayed,140
1395,106,scooter,tech_park,industrial,3.8,7,Friday,0.47,clear,9.5,17.04,on_time,287
1495,119,scooter,central,suburb,12.23,2,Tuesday,0.17,fog,30.57,54.57,delayed,894
2067,113,bike,industrial,central,18.15,2,Sunday,0.28,clear,60.5,75.76,delayed,747
1099,137,car,central,tech_park,4.34,7,Tuesday,0.29,clear,8.68,9.14,on_time,683
647,149,car,suburb,suburb,8.69,23,Tuesday,0.3,clear,17.38,18.52,on_time,424
1115,149,car,suburb,industrial,21.12,14,Monday,0.19,,42.24,47.14,on_time,720
1002,106,scooter,industrial,industrial,21.82,0,Saturday,0.46,clear,54.55,78.4,delayed,323
1891,126,scooter,suburb,central,14.46,0,Thursday,0.29,rain,36.15,59.83,delayed,288
366,146,bike,industrial,suburb,3.54,2,Saturday,0.47,clear,11.8,16.69,on_time,167
1474,131,car,old_city,industrial,24.96,7,Tuesday,0.68,rain,49.92,137.49,delayed,45
291,136,bike,industrial,suburb,20.99,18,Wednesday,0.64,clear,69.97,105.87,delayed,360
205,129,scooter,old_city,old_city,22.17,22,Wednesday,0.33,clear,55.43,85.96,delayed,674
1579,133,scooter,industrial,central,4.25,1,Tuesday,0.55,clear,10.62,20.46,on_time,294
2213,108,bike,suburb,old_city,7.36,3,Sunday,0.27,clear,24.53,37.89,on_time,350
1542,137,bike,tech_park,tech_park,15.86,5,Friday,0.45,clear,52.87,80.02,delayed,604
1252,123,car,old_city,suburb,2.77,21,Wednesday,0.31,clear,5.54,1.0,on_time,515
864,147,scooter,industrial,tech_park,,5,Wednesday,0.46,clear,41.68,64.15,delayed,820
1379,138,car,industrial,suburb,1.21,8,Saturday,0.55,rain,2.42,5.84,on_time,268
2009,130,car,central,industrial,14.24,12,Saturday,0.55,clear,28.48,43.26,on_time,388
330,139,scooter,suburb,suburb,18.95,0,Saturday,0.6,rain,47.37,99.05,delayed,681
660,117,car,tech_park,central,15.37,19,Tuesday,0.92,rain,30.74,68.23,delayed,574
1469,130,bike,suburb,suburb,8.84,15,Friday,0.28,clear,29.47,40.33,on_time,983
924,104,scooter,suburb,old_city,13.11,4,Tuesday,0.53,clear,32.77,66.91,delayed,188
268,137,car,tech_park,suburb,17.31,4,Saturday,0.42,clear,34.62,48.38,on_time,743
1864,118,bike,tech_park,suburb,13.18,4,Monday,0.47,clear,43.93,65.85,delayed,234
1354,103,scooter,industrial,suburb,10.48,14,Monday,0.34,clear,26.2,38.69,on_time,245
826,105,bike,suburb,central,13.72,20,Sunday,0.58,clear,45.73,,delayed,960
52,113,bike,central,industrial,7.59,3,Saturday,0.59,clear,25.3,47.01,delayed,124
2014,100,bike,old_city,central,8.08,23,Thursday,0.34,clear,26.93,37.42,on_time,159
1222,107,bike,tech_park,old_city,13.91,11,Friday,0.38,rain,46.37,100.7,delayed,260
2123,140,scooter,suburb,tech_park,3.78,12,Monday,0.33,,9.45,7.95,on_time,538
1317,146,car,old_city,suburb,24.32,1,Monday,0.49,clear,48.64,88.54,delayed,512
946,116,scooter,central,suburb,11.36,17,Thursday,0.83,clear,28.4,49.69,delayed,798
935,128,car,tech_park,industrial,10.31,21,Friday,0.27,clear,20.62,22.78,on_time,636
697,113,bike,tech_park,tech_park,20.63,18,Wednesday,0.81,clear,68.77,124.99,delayed,111
420,107,scooter,industrial,tech_park,11.14,4,Saturday,0.45,rain,27.85,44.4,delayed,659
1853,120,bike,old_city,old_city,17.03,18,Sunday,0.68,rain,56.77,152.58,delayed,529
855,128,scooter,suburb,industrial,10.25,5,Monday,0.29,clear,25.62,26.84,on_time,874
1164,133,scooter,industrial,industrial,1.58,13,Wednesday,0.51,rain,3.95,11.1,on_time,402
232,110,bike,tech_park,suburb,21.2,23,Thursday,0.31,clear,70.67,90.82,delayed,463
2130,142,car,tech_park,central,6.44,23,Friday,0.4,clear,12.88,19.74,on_time,975
1235,133,bike,tech_park,old_city,15.89,4,Friday,0.31,fog,52.97,91.44,delayed,156
446,122,scooter,tech_park,tech_park,8.28,18,Friday,0.87,fog,20.7,45.2,delayed,777
2220,136,bike,suburb,tech_park,5.17,9,Friday,0.77,clear,17.23,26.95,on_time,424
1924,102,bike,tech_park,central,19.85,3,Sunday,0.16,clear,66.17,68.87,on_time,112
2136,119,bike,old_city,suburb,15.53,20,Thursday,0.38,rain,51.77,113.41,delayed,823
794,142,bike,central,central,1.04,20,Tuesday,0.23,clear,3.47,1.0,on_time,282
250,135,scooter,old_city,old_city,17.38,13,Tuesday,0.56,rain,43.45,106.66,delayed,51
1606,133,bike,tech_park,central,4.96,13,Wednesday,0.43,clear,16.53,20.8,on_time,483
1382,146,scooter,old_city,old_city,7.66,23,Friday,0.16,fog,19.15,30.26,on_time,151
2089,120,bike,central,tech_park,19.39,17,Wednesday,0.8,clear,64.63,122.65,delayed,839
908,107,scooter,tech_park,suburb,9.14,20,Friday,0.49,clear,22.85,34.69,on_time,277
1668,135,car,suburb,tech_park,,13,Tuesday,0.37,rain,21.42,33.85,on_time,409
843,125,scooter,old_city,old_city,10.98,16,Thursday,0.39,rain,27.45,65.88,delayed,632
1624,105,scooter,industrial,industrial,12.36,14,Friday,0.42,rain,30.9,59.63,delayed,650
825,149,car,suburb,tech_park,4.56,20,Tuesday,0.29,clear,9.12,19.05,on_time,578
1736,121,bike,suburb,old_city,22.45,18,Saturday,0.83,rain,74.83,216.9,delayed,703
1147,132,scooter,industrial,old_city,19.85,1,Friday,0.58,clear,49.62,99.63,delayed,822
10,131,scooter,old_city,tech_park,13.21,4,Sunday,0.44,clear,33.02,52.23,delayed,554
1649,149,bike,industrial,suburb,15.18,0,Saturday,0.11,clear,50.6,62.79,on_time,295
968,147,scooter,old_city,central,23.27,1,Wednesday,0.41,clear,58.17,101.24,delayed,274
2200,130,car,tech_park,tech_park,23.56,0,Tuesday,0.44,clear,47.12,63.48,delayed,368
1340,145,bike,old_city,old_city,10.57,0,Sunday,0.6,clear,35.23,64.16,delayed,839
2463,122,scooter,industrial,central,23.61,21,Friday,0.38,clear,59.02,92.92,delayed,709
344,136,bike,old_city,suburb,9.22,23,Sunday,0.22,rain,30.73,52.31,delayed,40
1821,130,bike,central,tech_park,23.86,10,Saturday,0.69,clear,79.53,132.57,delayed,342
1612,132,bike,old_city,industrial,16.56,22,Thursday,0.5,clear,55.2,102.14,delayed,214
1187,122,scooter,suburb,industrial,6.13,21,Thursday,0.42,rain,15.32,25.95,on_time,128
1741,112,car,suburb,suburb,19.26,0,Thursday,0.23,rain,38.52,57.66,delayed,409
2194,110,bike,tech_park,suburb,19.71,5,Tuesday,0.28,rain,65.7,101.17,delayed,94
1918,138,scooter,suburb,tech_park,5.0,1,Tuesday,0.37,clear,12.5,16.85,on_time,512
216,115,bike,central,old_city,14.99,13,Tuesday,0.47,clear,49.97,81.78,delayed,898
1360,104,car,suburb,suburb,4.24,9,Friday,0.83,rain,8.48,11.36,on_time,992
1356,103,scooter,suburb,central,10.57,11,Saturday,0.33,clear,26.43,34.36,on_time,325
1301,125,car,tech_park,tech_park,6.28,1,Wednesday,0.57,rain,12.56,31.58,delayed,556
1281,109,scooter,central,old_city,10.31,0,Thursday,0.35,clear,25.77,43.33,delayed,839
1597,129,scooter,suburb,industrial,5.3,2,Monday,0.33,clear,13.25,23.81,on_time,936
591,148,bike,industrial,suburb,7.97,11,Wednesday,0.52,clear,26.57,36.08,on_time,312
1423,146,scooter,tech_park,old_city,10.19,17,Saturday,0.89,clear,25.47,69.43,delayed,610
1052,134,bike,old_city,tech_park,9.99,2,Thursday,0.28,clear,33.3,41.93,on_time,592
384,141,scooter,industrial,industrial,11.08,18,Tuesday,0.9,fog,27.7,58.73,delayed,982
1562,124,bike,old_city,central,17.31,5,Wednesday,0.37,clear,57.7,97.39,delayed,305
737,108,bike,central,old_city,17.2,7,Tuesday,0.53,,57.33,105.81,delayed,165
8,108,scooter,suburb,central,2.53,22,Saturday,0.42,clear,6.32,7.43,on_time,576
430,131,car,old_city,old_city,9.05,13,Monday,0.42,clear,18.1,37.77,delayed,821
900,136,bike,suburb,suburb,18.56,16,Sunday,0.28,clear,61.87,79.11,delayed,424
2053,124,scooter,tech_park,old_city,17.35,16,Wednesday,0.43,rain,43.38,93.73,delayed,436
767,144,car,old_city,tech_park,24.58,11,Sunday,0.35,clear,49.16,83.14,delayed,156
1603,143,scooter,suburb,industrial,10.45,11,Saturday,0.3,clear,26.12,39.93,on_time,628
1482,128,car,industrial,industrial,7.7,3,Monday,0.33,clear,15.4,16.71,on_time,104
2015,136,scooter,central,industrial,12.43,2,Sunday,0.21,clear,31.07,36.35,on_time,300
1755,112,bike,tech_park,tech_park,14.77,23,Thursday,0.37,clear,49.23,68.16,delayed,396
1698,133,bike,tech_park,tech_park,14.09,20,Tuesday,0.35,clear,46.97,66.08,delayed,374
1266,148,bike,old_city,suburb,23.81,14,Tuesday,0.39,clear,79.37,140.79,delayed,676
2311,144,scooter,tech_park,industrial,4.82,6,Wednesday,0.27,clear,12.05,14.62,on_time,609
2275,109,scooter,old_city,industrial,12.1,9,Sunday,0.92,clear,30.25,75.5,delayed,763
2405,101,scooter,central,tech_park,19.31,19,Tuesday,0.91,clear,48.27,86.48,delayed,897
1875,102,bike,suburb,central,7.78,20,Sunday,0.36,clear,25.93,39.89,on_time,913
1608,134,scooter,tech_park,central,7.98,0,Sunday,0.17,clear,19.95,25.8,on_time,621
456,146,scooter,suburb,tech_park,4.34,19,Monday,0.58,clear,10.85,21.11,on_time,363
1764,146,car,tech_park,central,5.26,11,Thursday,0.27,clear,10.52,10.24,on_time,727
707,131,scooter,suburb,suburb,22.0,20,Thursday,0.63,clear,55.0,90.02,delayed,838
80,123,bike,tech_park,industrial,16.17,17,Friday,0.85,clear,53.9,101.1,delayed,177
1265,125,bike,old_city,central,9.68,17,Sunday,0.8,fog,32.27,75.52,delayed,534
880,109,scooter,tech_park,central,11.83,22,Saturday,0.39,rain,29.57,52.93,delayed,128
1359,141,scooter,central,industrial,15.54,9,Wednesday,0.66,clear,38.85,60.52,delayed,230
1592,117,bike,old_city,central,6.91,0,Wednesday,0.51,clear,23.03,45.89,delayed,34
100,122,bike,central,old_city,19.98,12,Tuesday,0.38,rain,66.6,148.44,delayed,479
872,133,car,central,central,14.88,4,Sunday,0.61,clear,29.76,42.47,on_time,624
1955,110,bike,industrial,suburb,18.1,15,Saturday,0.59,rain,60.33,117.8,delayed,31
2360,146,scooter,tech_park,tech_park,14.23,15,Sunday,0.35,clear,35.57,53.09,delayed,67
1274,148,scooter,industrial,old_city,8.21,16,Sunday,0.16,clear,20.53,23.3,on_time,419
1380,108,scooter,old_city,suburb,21.1,21,Friday,0.3,fog,52.75,93.91,delayed,803
827,148,car,tech_park,central,4.65,13,Thursday,0.61,clear,9.3,13.84,on_time,117
237,110,car,industrial,central,14.93,23,Friday,0.42,clear,29.86,43.86,on_time,790
892,135,scooter,industrial,industrial,10.66,5,Thursday,0.21,clear,26.65,44.38,delayed,113
2085,115,scooter,old_city,tech_park,14.42,16,Wednesday,0.64,clear,36.05,73.82,delayed,155
38,112,scooter,industrial,central,10.07,16,Saturday,0.37,clear,25.18,36.31,on_time,48
2060,113,bike,central,suburb,11.51,18,Sunday,0.91,rain,38.37,103.57,delayed,815
1919,148,car,industrial,central,5.49,16,Thursday,0.5,rain,10.98,19.9,on_time,451
169,120,bike,tech_park,tech_park,2.02,16,Wednesday,0.37,clear,6.73,187.5,on_time,539
1213,131,bike,suburb,tech_park,20.18,4,Monday,0.25,rain,67.27,113.22,delayed,924
846,123,bike,old_city,industrial,5.23,7,Tuesday,0.31,clear,17.43,32.9,delayed,100
1333,137,bike,suburb,suburb,14.79,0,Wednesday,0.29,clear,49.3,196.56,on_time,686
2450,125,bike,central,industrial,9.39,5,Monday,0.44,rain,31.3,63.31,delayed,779
530,109,bike,tech_park,old_city,12.61,16,Sunday,0.44,clear,42.03,71.77,delayed,629
1646,105,scooter,tech_park,industrial,1.96,8,Friday,0.72,clear,4.9,7.22,on_time,621
202,140,car,tech_park,central,10.5,15,Saturday,0.31,clear,21.0,28.51,on_time,297
1309,114,scooter,suburb,central,4.94,3,Tuesday,0.47,fog,12.35,15.27,on_time,751
112,131,bike,industrial,central,14.44,7,Sunday,0.22,rain,48.13,80.65,delayed,355
1770,111,bike,industrial,central,23.95,6,Monday,0.43,clear,79.83,115.57,delayed,819
2400,124,scooter,suburb,suburb,23.96,6,Wednesday,0.65,rain,59.9,130.63,delayed,273
959,115,bike,industrial,central,4.6,13,Saturday,0.49,fog,15.33,28.34,on_time,142
1199,116,bike,suburb,tech_park,13.79,22,Monday,0.35,clear,45.97,63.63,delayed,432
1477,102,bike,tech_park,old_city,14.77,9,Sunday,0.63,clear,49.23,100.38,delayed,387
1034,138,scooter,old_city,old_city,18.87,13,Monday,0.16,clear,47.17,62.85,delayed,46
2069,129,bike,tech_park,tech_park,12.08,22,Sunday,0.23,rain,40.27,65.01,delayed,641
166,127,bike,industrial,old_city,15.83,3,Sunday,0.24,clear,52.77,76.47,delayed,250
14,148,bike,central,industrial,15.63,1,Thursday,0.2,fog,52.1,66.62,on_time,432
1263,108,scooter,tech_park,old_city,16.47,14,Monday,0.5700000000000001,clear,41.17,76.3,delayed,920
162,108,bike,industrial,suburb,4.69,2,Tuesday,0.56,fog,15.63,176.17,on_time,991
1244,106,scooter,suburb,old_city,13.4,0,Wednesday,0.49,clear,33.5,57.93,delayed,604
667,105,bike,suburb,central,17.56,18,Monday,0.63,rain,58.53,117.63,delayed,374
1176,113,bike,tech_park,old_city,15.74,15,Saturday,0.49,clear,52.47,86.77,delayed,67
429,122,scooter,tech_park,industrial,2.13,12,Wednesday,0.29,clear,5.32,12.63,on_time,184
2480,131,bike,central,suburb,17.85,6,Wednesday,0.44,clear,59.5,83.25,delayed,132
1642,135,scooter,suburb,old_city,9.85,10,Tuesday,0.87,rain,24.62,69.49,delayed,609
389,124,bike,old_city,suburb,10.8,15,Tuesday,0.13,clear,36.0,44.09,on_time,859
978,148,bike,industrial,tech_park,19.1,1,Monday,0.5,clear,63.67,95.42,delayed,780
836,133,scooter,central,old_city,7.23,7,Wednesday,0.31,rain,18.07,36.97,delayed,707
235,128,bike,old_city,central,10.25,15,Saturday,0.31,clear,34.17,61.58,delayed,408
2019,137,bike,central,old_city,1.04,13,Thursday,0.45,rain,3.47,8.85,on_time,896
1381,108,scooter,old_city,suburb,17.23,6,Tuesday,0.43,rain,43.07,102.57,delayed,272
1850,105,scooter,industrial,central,5.53,5,Thursday,0.19,clear,13.82,133.35,on_time,428
2111,121,car,central,old_city,1.53,1,Saturday,0.41,clear,3.06,5.28,on_time,930
979,112,bike,suburb,central,17.36,6,Tuesday,0.36,clear,57.87,80.34,delayed,469
1987,133,car,old_city,old_city,3.41,11,Thursday,0.6,fog,6.82,16.29,on_time,533
863,140,bike,suburb,suburb,5.7,23,Saturday,0.35,rain,19.0,40.81,delayed,969
1001,101,car,central,old_city,3.57,7,Monday,0.25,rain,7.14,9.88,on_time,993
139,104,scooter,suburb,central,21.11,10,Tuesday,0.55,rain,52.77,108.2,delayed,869
1107,123,scooter,central,industrial,10.44,17,Friday,0.64,clear,26.1,52.38,delayed,221
32,115,bike,tech_park,old_city,5.16,4,Sunday,0.4,rain,17.2,41.44,delayed,209
2056,147,scooter,old_city,industrial,24.57,12,Wednesday,0.41,fog,61.42,122.9,delayed,488
2428,121,bike,old_city,old_city,14.79,16,Saturday,0.35,rain,49.3,91.98,delayed,554
2418,132,bike,tech_park,industrial,9.5,0,Sunday,0.16,rain,31.67,38.78,on_time,516
611,126,bike,old_city,central,11.67,4,Monday,0.52,clear,38.9,69.36,delayed,228
54,114,scooter,suburb,industrial,6.11,5,Thursday,0.58,clear,15.28,36.84,delayed,364
1232,123,bike,industrial,suburb,24.13,1,Thursday,0.49,fog,80.43,143.99,delayed,738
1802,127,scooter,central,industrial,12.02,12,Monday,0.55,clear,30.05,43.2,on_time,593
1198,107,car,industrial,industrial,3.88,9,Thursday,0.61,clear,7.76,12.86,on_time,901
74,137,car,old_city,tech_park,4.06,23,Sunday,0.38,clear,8.12,15.12,on_time,873
1059,148,scooter,industrial,suburb,9.44,14,Wednesday,0.45,rain,23.6,52.57,delayed,907
400,113,scooter,suburb,old_city,4.62,5,Thursday,0.62,rain,11.55,30.02,delayed,986
